Cnpj,Nome
10736214,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL"
35340796,INCO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
35340796,INCO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
37880206,CORA SOCIEDADE DE CRÉDITO DIRETO S.A.
37880206,CORA SOCIEDADE DE CRÉDITO DIRETO S.A.
06373777,BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.
00966246,COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA
05582619,COOPERATIVA DE CRÉDITO SICOOB OURO VERDE
09403026,COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE
06249129,"RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO"
44292580,HR DIGITAL - SOCIEDADE DE CRÉDITO DIRETO S/A
44292580,HR DIGITAL - SOCIEDADE DE CRÉDITO DIRETO S/A
64276058,COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE
27140946,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO USINA PAINEIRAS LTDA - CRED-PAN
42584318,CREDIT SUISSE (BRASIL) S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS
32062580,BANCO CREDIT SUISSE (BRASIL) S.A.
40434681,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
16695922,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
87900411,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG"
33022690,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS"
42054886,GETNET SOCIEDADE DE CREDITO DIRETO S.A.
42054886,GETNET SOCIEDADE DE CREDITO DIRETO S.A.
54401286,COOPERATIVA DE CRÉDITO COCRE
46743943,REDECARD SOCIEDADE DE CRÉDITO DIRETO S.A.
46743943,REDECARD SOCIEDADE DE CRÉDITO DIRETO S.A.
11836226,AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ S.A. PIAUÍ FOMENTO
24830879,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.
05746715,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP
00915950,COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP
09512539,COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ"
00694389,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS
38429045,FÊNIX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
05460750,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED
03535065,COOPERATIVA DE CRÉDITO SICOOB CREDMETAL
30138226,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA
92935741,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL
05463934,COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER
09004796,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB CRED-ACILPA
73622748,B&T CORRETORA DE CAMBIO LTDA.
14388516,VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A
09552111,"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA."
03183937,AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM
02083914,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL
40654622,TRINUS SOCIEDADE DE CRÉDITO DIRETO S.A.
40654622,TRINUS SOCIEDADE DE CRÉDITO DIRETO S.A.
06132348,LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.
38146949,CREDNOVO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S. A.
38146949,CREDNOVO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S. A.
30304919,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA."
26359745,COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS
09526594,BANCO VIPAL S.A.
04138455,COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE
02090126,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL
30306294,BANCO BTG PACTUAL S.A.
37763847,GERU SOCIEDADE DE CRÉDITO DIRETO S.A.
37763847,GERU SOCIEDADE DE CRÉDITO DIRETO S.A.
42723848,BARU SOCIEDADE DE CRÉDITO DIRETO S/A
42723848,BARU SOCIEDADE DE CRÉDITO DIRETO S/A
15114366,BANCO BOCOM BBM S.A.
44223196,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER
26529420,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT"
44373041,COOPERATIVA DE CRÉDITO RURAL - CREDICANA
06910457,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO
39519944,MARÚ SOCIEDADE DE CRÉDITO DIRETO S.A.
39519944,MARÚ SOCIEDADE DE CRÉDITO DIRETO S.A.
10319386,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS
01205736,COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.
12392983,"MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA."
59869560,COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO
13728156,WESTERN UNION CORRETORA DE CÂMBIO S.A.
13720915,BANCO WESTERN UNION DO BRASIL S.A.
15227994,SIMPLIFIC PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
05667301,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV
02115870,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA
26555235,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR"
39431423,BRCARD SOCIEDADE DE CRÉDITO DIRETO S/A
39431423,BRCARD SOCIEDADE DE CRÉDITO DIRETO S/A
39676772,CREDIFIT SOCIEDADE DE CRÉDITO DIRETO S.A.
39676772,CREDIFIT SOCIEDADE DE CRÉDITO DIRETO S.A.
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS"
77162881,DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
07945233,PÓLOCRED   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.
11406965,HAITONG DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
03139644,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA
18282093,COMPANHIA HIPOTECÁRIA PIRATINI - CHP
73302408,EXIM CORRETORA DE CAMBIO LTDA
07327045,CORPORE SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E ÀS EMPRESAS DE PEQUENO PORTE LTDA.
04772908,ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA
20062766,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.
51489318,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED
73279093,PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
02819125,"UBS BRASIL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A."
03165497,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR
37678915,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
73398646,SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE
18846364,OMNI S.A. ARRENDAMENTO MERCANTIL
04120633,COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ
68314921,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO
11545653,DOURADA - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA
09639338,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE
83836114,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA
20622809,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM
00250699,AGK CORRETORA DE CAMBIO S.A.
11495073,OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
29985421,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO JOSE NEFFA LTDA
20833992,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA
92858380,CORRETORA GERAL DE VALORES E CÂMBIO LTDA
92856905,ADVANCED CORRETORA DE CÂMBIO LTDA
81723108,CREDICOAMO CREDITO RURAL COOPERATIVA
40819834,FIDO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
40819834,FIDO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
92825397,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE"
03311443,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A."
33132044,BANCO CEDULA S.A.
71154876,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO
33136888,"BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A"
81706616,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP"
18945670,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
08430732,SCB CRÉDITO SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.
92880749,ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
02448839,COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO
04257795,NOVA FUTURA CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
76621457,4UM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
71230338,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI
71207740,COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL
71237184,COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO
17826860,BMS SOCIEDADE DE CRÉDITO DIRETO S.A.
17826860,BMS SOCIEDADE DE CRÉDITO DIRETO S.A.
07333726,ONNIX CORRETORA DE CÂMBIO LTDA.
71238232,COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO
71261184,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE
17359351,STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO
88530142,COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS
76641497,DOURADA CORRETORA DE CÂMBIO LTDA.
88471024,COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS
18684408,AZIMUT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
03329154,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LEGISLATIVO LTDA. SICOOB LEGISLATIVO
03323840,BANCO ALFA S.A.
71491609,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA E REGIÃO
71392047,COOPERATIVA DE CRÉDITO MONTECREDI LTDA. - SICOOB MONTECREDI
02282709,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO
71419600,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL
71441406,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL
51010858,COOPERATIVA DE CAPITAL E EMPRÉSTIMO COOPERMULTICRED - COOPERMC
20158571,HR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.
39664698,CRED-SYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.
39664698,CRED-SYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.
25674235,MUNDINVEST S.A.-CORRETORA DE CAMBIO E VALORES MOBILIARIOS
34148882,COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA
01572667,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ERECHIM LTDA
05331882,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA
02466552,COOPERATIVA DE CRÉDITO SICOOB VALE SUL
59281253,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS
50334234,COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ
25606237,COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE
25626490,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG"
00991739,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA
05351887,"ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A"
34265629,INTERCAM CORRETORA DE CÂMBIO LTDA.
32995755,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA"
62605290,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL
43730498,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS
43438662,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL
34169557,BANCO MERCANTIL DE INVESTIMENTOS S/A
36588217,WISE BRASIL CORRETORA DE CÂMBIO LTDA
43446335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ
25743311,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO
00999403,INDUSTRIAL DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
00997804,OURINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
03502131,COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE
02475222,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO
34190991,"EUROINVEST S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS"
06040559,"KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"
92702067,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.
81466286,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP"
33040601,"MERCANTIL DO BRASIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS"
33042151,BANCO DE LA NACION ARGENTINA
62816426,SOCIÉTÉ GÉNÉRALE EQUIPMENT FINANCE S.A. - ARRENDAMENTO MERCANTIL
33042953,CITIBANK N.A.
07693858,HSCM - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.
81367880,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC
05669150,BOM CRÉDITO   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.
43815158,BTG PACTUAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
26014175,COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI
92675578,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL
43818780,DAYCOVAL LEASING - BANCO MÚLTIPLO S.A.
62795257,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS - SICOOB COOPMOND"
92764489,"CCB BRASIL S.A. - CRÉDITO, FINANCIAMENTOS E INVESTIMENTOS"
44077014,BR-CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
70431630,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO"
07512441,"HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS"
05392810,COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL
78865995,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC
19962468,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ADVOGADOS E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS"
70038237,COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE
81607046,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS
02254376,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI
62928320,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO"
97489280,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA"
05591437,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PÚBLICOS ATIVOS, INATIVOS E PENSIONISTAS DA ADMINISTRAÇÃO DIRETA, INDIRETA E ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE SUL - COOPSERGS"
34139916,EMCASH SERVIÇOS FINANCEIROS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
34139916,EMCASH SERVIÇOS FINANCEIROS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
44019481,PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
44019481,PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.
82527557,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP"
97406706,HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.
13059145,BEXS BANCO DE CÂMBIO S/A
48795256,BANCO ANDBANK (BRASIL) S.A.
97447304,MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
12272183,COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS
00204963,COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA
05841967,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.
23903068,BANCO KOMATSU DO BRASIL S.A.
02024442,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO
27348513,FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.
29341260,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA
49091119,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS
49204605,NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS
33894445,HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.
26191078,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO SUL DO MARANHÃO - SICREDI SUL DO MARANHÃO
73077398,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON
04525997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS"
25420696,COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL
02031139,SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA
83315408,SICREDI NORTE - COOPERATIVA DE CRÉDITO
00804046,COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI
04876393,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS
04529074,COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL
49925225,BANCO ITAULEASING S.A.
06369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI"
35274306,"PINTOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO"
33923798,BANCO MASTER S/A
00806535,PLANNER CORRETORA DE VALORES S.A.
06174009,COOPERATIVA DE CRÉDITO SICOOB ALIANÇA
49654502,COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED
25528753,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE
59274605,BANCO GM S.A.
43060029,NOVINVEST CORRETORA DE VALORES MOBILIARIOS LTDA.
01566038,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS
02038232,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB
04546162,COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO
59118133,BANCO LUSO BRASILEIRO S.A.
87853206,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS"
02723075,COOPSERJ - COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO ESTADO DO RIO DE JANEIRO LTDA.
35551187,"PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"
34590184,STONE SOCIEDADE DE CRÉDITO DIRETO S.A.
34590184,STONE SOCIEDADE DE CRÉDITO DIRETO S.A.
17772370,VIP'S CORRETORA DE CÂMBIO LTDA.
67031757,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM
87779625,COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC - SICREDI COOPERAÇÃO RS/SC
87781530,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC"
87780284,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG"
17364795,MERCANTIL DO BRASIL DISTRIBUIDORA S.A. - TÍTULOS E VALORES MOBILIÁRIOS
03657230,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG
69720894,CCB BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
